TimeID,Value
403,00:06:42
404,00:06:43
405,00:06:44
406,00:06:45
407,00:06:46
408,00:06:47
409,00:06:48
410,00:06:49
411,00:06:50
412,00:06:51
413,00:06:52
414,00:06:53
415,00:06:54
416,00:06:55
417,00:06:56
418,00:06:57
419,00:06:58
420,00:06:59
421,00:07:00
422,00:07:01
423,00:07:02
424,00:07:03
425,00:07:04
426,00:07:05
427,00:07:06
428,00:07:07
429,00:07:08
430,00:07:09
431,00:07:10
432,00:07:11
433,00:07:12
434,00:07:13
435,00:07:14
436,00:07:15
437,00:07:16
438,00:07:17
439,00:07:18
440,00:07:19
441,00:07:20
442,00:07:21
443,00:07:22
444,00:07:23
445,00:07:24
446,00:07:25
447,00:07:26
448,00:07:27
449,00:07:28
450,00:07:29
451,00:07:30
452,00:07:31
453,00:07:32
454,00:07:33
455,00:07:34
456,00:07:35
457,00:07:36
458,00:07:37
459,00:07:38
460,00:07:39
461,00:07:40
462,00:07:41
463,00:07:42
464,00:07:43
465,00:07:44
466,00:07:45
467,00:07:46
468,00:07:47
469,00:07:48
470,00:07:49
471,00:07:50
472,00:07:51
473,00:07:52
474,00:07:53
475,00:07:54
476,00:07:55
477,00:07:56
478,00:07:57
479,00:07:58
480,00:07:59
481,00:08:00
482,00:08:01
483,00:08:02
484,00:08:03
485,00:08:04
486,00:08:05
487,00:08:06
488,00:08:07
489,00:08:08
490,00:08:09
491,00:08:10
492,00:08:11
493,00:08:12
494,00:08:13
495,00:08:14
496,00:08:15
497,00:08:16
498,00:08:17
499,00:08:18
500,00:08:19
501,00:08:20
502,00:08:21
503,00:08:22
504,00:08:23
505,00:08:24
506,00:08:25
507,00:08:26
508,00:08:27
509,00:08:28
510,00:08:29
511,00:08:30
512,00:08:31
513,00:08:32
514,00:08:33
515,00:08:34
516,00:08:35
517,00:08:36
518,00:08:37
519,00:08:38
520,00:08:39
521,00:08:40
522,00:08:41
523,00:08:42
524,00:08:43
525,00:08:44
526,00:08:45
527,00:08:46
528,00:08:47
529,00:08:48
530,00:08:49
531,00:08:50
532,00:08:51
533,00:08:52
534,00:08:53
535,00:08:54
536,00:08:55
537,00:08:56
538,00:08:57
539,00:08:58
540,00:08:59
541,00:09:00
542,00:09:01
543,00:09:02
544,00:09:03
545,00:09:04
546,00:09:05
547,00:09:06
548,00:09:07
549,00:09:08
550,00:09:09
551,00:09:10
552,00:09:11
553,00:09:12
554,00:09:13
555,00:09:14
556,00:09:15
557,00:09:16
558,00:09:17
559,00:09:18
560,00:09:19
561,00:09:20
562,00:09:21
563,00:09:22
564,00:09:23
565,00:09:24
566,00:09:25
567,00:09:26
568,00:09:27
569,00:09:28
570,00:09:29
571,00:09:30
572,00:09:31
573,00:09:32
574,00:09:33
575,00:09:34
576,00:09:35
577,00:09:36
578,00:09:37
579,00:09:38
580,00:09:39
581,00:09:40
582,00:09:41
583,00:09:42
584,00:09:43
585,00:09:44
586,00:09:45
587,00:09:46
588,00:09:47
589,00:09:48
590,00:09:49
591,00:09:50
592,00:09:51
593,00:09:52
594,00:09:53
595,00:09:54
596,00:09:55
597,00:09:56
598,00:09:57
599,00:09:58
600,00:09:59
601,00:10:00
602,00:10:01
603,00:10:02
604,00:10:03
605,00:10:04
606,00:10:05
607,00:10:06
608,00:10:07
609,00:10:08
610,00:10:09
611,00:10:10
612,00:10:11
613,00:10:12
614,00:10:13
615,00:10:14
616,00:10:15
617,00:10:16
618,00:10:17
619,00:10:18
620,00:10:19
621,00:10:20
622,00:10:21
623,00:10:22
624,00:10:23
625,00:10:24
626,00:10:25
627,00:10:26
628,00:10:27
629,00:10:28
630,00:10:29
631,00:10:30
632,00:10:31
633,00:10:32
634,00:10:33
635,00:10:34
636,00:10:35
637,00:10:36
638,00:10:37
639,00:10:38
640,00:10:39
641,00:10:40
642,00:10:41
643,00:10:42
644,00:10:43
645,00:10:44
646,00:10:45
647,00:10:46
648,00:10:47
649,00:10:48
650,00:10:49
651,00:10:50
652,00:10:51
653,00:10:52
654,00:10:53
655,00:10:54
656,00:10:55
657,00:10:56
658,00:10:57
659,00:10:58
660,00:10:59
661,00:11:00
662,00:11:01
663,00:11:02
664,00:11:03
665,00:11:04
666,00:11:05
667,00:11:06
668,00:11:07
669,00:11:08
670,00:11:09
671,00:11:10
672,00:11:11
673,00:11:12
674,00:11:13
675,00:11:14
676,00:11:15
677,00:11:16
678,00:11:17
679,00:11:18
680,00:11:19
681,00:11:20
682,00:11:21
683,00:11:22
684,00:11:23
685,00:11:24
686,00:11:25
687,00:11:26
688,00:11:27
689,00:11:28
690,00:11:29
691,00:11:30
692,00:11:31
693,00:11:32
694,00:11:33
695,00:11:34
696,00:11:35
697,00:11:36
698,00:11:37
699,00:11:38
700,00:11:39
701,00:11:40
702,00:11:41
703,00:11:42
704,00:11:43
705,00:11:44
706,00:11:45
707,00:11:46
708,00:11:47
709,00:11:48
710,00:11:49
711,00:11:50
712,00:11:51
713,00:11:52
714,00:11:53
715,00:11:54
716,00:11:55
717,00:11:56
718,00:11:57
719,00:11:58
720,00:11:59
721,00:12:00
722,00:12:01
723,00:12:02
724,00:12:03
725,00:12:04
726,00:12:05
727,00:12:06
728,00:12:07
729,00:12:08
730,00:12:09
731,00:12:10
732,00:12:11
733,00:12:12
734,00:12:13
735,00:12:14
736,00:12:15
737,00:12:16
738,00:12:17
739,00:12:18
740,00:12:19
741,00:12:20
742,00:12:21
743,00:12:22
744,00:12:23
745,00:12:24
746,00:12:25
747,00:12:26
748,00:12:27
749,00:12:28
750,00:12:29
751,00:12:30
752,00:12:31
753,00:12:32
754,00:12:33
755,00:12:34
756,00:12:35
757,00:12:36
758,00:12:37
759,00:12:38
760,00:12:39
761,00:12:40
762,00:12:41
763,00:12:42
764,00:12:43
765,00:12:44
766,00:12:45
767,00:12:46
768,00:12:47
769,00:12:48
770,00:12:49
771,00:12:50
772,00:12:51
773,00:12:52
774,00:12:53
775,00:12:54
776,00:12:55
777,00:12:56
778,00:12:57
779,00:12:58
780,00:12:59
781,00:13:00
782,00:13:01
783,00:13:02
784,00:13:03
785,00:13:04
786,00:13:05
787,00:13:06
788,00:13:07
789,00:13:08
790,00:13:09
791,00:13:10
792,00:13:11
793,00:13:12
794,00:13:13
795,00:13:14
796,00:13:15
797,00:13:16
798,00:13:17
799,00:13:18
800,00:13:19
801,00:13:20
802,00:13:21
803,00:13:22
804,00:13:23
805,00:13:24
806,00:13:25
807,00:13:26
808,00:13:27
809,00:13:28
810,00:13:29
811,00:13:30
812,00:13:31
813,00:13:32
814,00:13:33
815,00:13:34
816,00:13:35
817,00:13:36
818,00:13:37
819,00:13:38
820,00:13:39
821,00:13:40
822,00:13:41
823,00:13:42
824,00:13:43
825,00:13:44
826,00:13:45
827,00:13:46
828,00:13:47
829,00:13:48
830,00:13:49
831,00:13:50
832,00:13:51
833,00:13:52
834,00:13:53
835,00:13:54
836,00:13:55
837,00:13:56
838,00:13:57
839,00:13:58
840,00:13:59
841,00:14:00
842,00:14:01
843,00:14:02
844,00:14:03
845,00:14:04
846,00:14:05
847,00:14:06
848,00:14:07
849,00:14:08
850,00:14:09
851,00:14:10
852,00:14:11
853,00:14:12
854,00:14:13
855,00:14:14
856,00:14:15
857,00:14:16
858,00:14:17
859,00:14:18
860,00:14:19
861,00:14:20
862,00:14:21
863,00:14:22
864,00:14:23
865,00:14:24
866,00:14:25
867,00:14:26
868,00:14:27
869,00:14:28
870,00:14:29
871,00:14:30
872,00:14:31
873,00:14:32
874,00:14:33
875,00:14:34
876,00:14:35
877,00:14:36
878,00:14:37
879,00:14:38
880,00:14:39
881,00:14:40
882,00:14:41
883,00:14:42
884,00:14:43
885,00:14:44
886,00:14:45
887,00:14:46
888,00:14:47
889,00:14:48
890,00:14:49
891,00:14:50
892,00:14:51
893,00:14:52
894,00:14:53
895,00:14:54
896,00:14:55
897,00:14:56
898,00:14:57
899,00:14:58
900,00:14:59
901,00:15:00
902,00:15:01
903,00:15:02
904,00:15:03
905,00:15:04
906,00:15:05
907,00:15:06
908,00:15:07
909,00:15:08
910,00:15:09
911,00:15:10
912,00:15:11
913,00:15:12
914,00:15:13
915,00:15:14
916,00:15:15
917,00:15:16
918,00:15:17
919,00:15:18
920,00:15:19
921,00:15:20
922,00:15:21
923,00:15:22
924,00:15:23
925,00:15:24
926,00:15:25
927,00:15:26
928,00:15:27
929,00:15:28
930,00:15:29
931,00:15:30
932,00:15:31
933,00:15:32
934,00:15:33
935,00:15:34
936,00:15:35
937,00:15:36
938,00:15:37
939,00:15:38
940,00:15:39
941,00:15:40
942,00:15:41
943,00:15:42
944,00:15:43
945,00:15:44
946,00:15:45
947,00:15:46
948,00:15:47
949,00:15:48
950,00:15:49
951,00:15:50
952,00:15:51
953,00:15:52
954,00:15:53
955,00:15:54
956,00:15:55
957,00:15:56
958,00:15:57
959,00:15:58
960,00:15:59
961,00:16:00
962,00:16:01
963,00:16:02
964,00:16:03
965,00:16:04
966,00:16:05
967,00:16:06
968,00:16:07
969,00:16:08
970,00:16:09
971,00:16:10
972,00:16:11
973,00:16:12
974,00:16:13
975,00:16:14
976,00:16:15
977,00:16:16
978,00:16:17
979,00:16:18
980,00:16:19
981,00:16:20
982,00:16:21
983,00:16:22
984,00:16:23
985,00:16:24
986,00:16:25
987,00:16:26
988,00:16:27
989,00:16:28
990,00:16:29
991,00:16:30
992,00:16:31
993,00:16:32
994,00:16:33
995,00:16:34
996,00:16:35
997,00:16:36
998,00:16:37
999,00:16:38
1000,00:16:39
1001,00:16:40
1002,00:16:41
1003,00:16:42
1004,00:16:43
1005,00:16:44
1006,00:16:45
1007,00:16:46
1008,00:16:47
1009,00:16:48
1010,00:16:49
1011,00:16:50
1012,00:16:51
1013,00:16:52
1014,00:16:53
1015,00:16:54
1016,00:16:55
1017,00:16:56
1018,00:16:57
1019,00:16:58
1020,00:16:59
1021,00:17:00
1022,00:17:01
1023,00:17:02
1024,00:17:03
1025,00:17:04
1026,00:17:05
1027,00:17:06
1028,00:17:07
1029,00:17:08
1030,00:17:09
1031,00:17:10
1032,00:17:11
1033,00:17:12
1034,00:17:13
1035,00:17:14
1036,00:17:15
1037,00:17:16
1038,00:17:17
1039,00:17:18
1040,00:17:19
1041,00:17:20
1042,00:17:21
1043,00:17:22
1044,00:17:23
1045,00:17:24
1046,00:17:25
1047,00:17:26
1048,00:17:27
1049,00:17:28
1050,00:17:29
1051,00:17:30
1052,00:17:31
1053,00:17:32
1054,00:17:33
1055,00:17:34
1056,00:17:35
1057,00:17:36
1058,00:17:37
1059,00:17:38
1060,00:17:39
1061,00:17:40
1062,00:17:41
1063,00:17:42
1064,00:17:43
1065,00:17:44
1066,00:17:45
1067,00:17:46
1068,00:17:47
1069,00:17:48
1070,00:17:49
1071,00:17:50
1072,00:17:51
1073,00:17:52
1074,00:17:53
1075,00:17:54
1076,00:17:55
1077,00:17:56
1078,00:17:57
1079,00:17:58
1080,00:17:59
1081,00:18:00
1082,00:18:01
1083,00:18:02
1084,00:18:03
1085,00:18:04
1086,00:18:05
1087,00:18:06
1088,00:18:07
1089,00:18:08
1090,00:18:09
1091,00:18:10
1092,00:18:11
1093,00:18:12
1094,00:18:13
1095,00:18:14
1096,00:18:15
1097,00:18:16
1098,00:18:17
1099,00:18:18
1100,00:18:19
1101,00:18:20
1102,00:18:21
1103,00:18:22
1104,00:18:23
1105,00:18:24
1106,00:18:25
1107,00:18:26
1108,00:18:27
1109,00:18:28
1110,00:18:29
1111,00:18:30
1112,00:18:31
1113,00:18:32
1114,00:18:33
1115,00:18:34
1116,00:18:35
1117,00:18:36
1118,00:18:37
1119,00:18:38
1120,00:18:39
1121,00:18:40
1122,00:18:41
1123,00:18:42
1124,00:18:43
1125,00:18:44
1126,00:18:45
1127,00:18:46
1128,00:18:47
1129,00:18:48
1130,00:18:49
1131,00:18:50
1132,00:18:51
1133,00:18:52
1134,00:18:53
1135,00:18:54
1136,00:18:55
1137,00:18:56
1138,00:18:57
1139,00:18:58
1140,00:18:59
1141,00:19:00
1142,00:19:01
1143,00:19:02
1144,00:19:03
1145,00:19:04
1146,00:19:05
1147,00:19:06
1148,00:19:07
1149,00:19:08
1150,00:19:09
1151,00:19:10
1152,00:19:11
1153,00:19:12
1154,00:19:13
1155,00:19:14
1156,00:19:15
1157,00:19:16
1158,00:19:17
1159,00:19:18
1160,00:19:19
1161,00:19:20
1162,00:19:21
1163,00:19:22
1164,00:19:23
1165,00:19:24
1166,00:19:25
1167,00:19:26
1168,00:19:27
1169,00:19:28
1170,00:19:29
1171,00:19:30
1172,00:19:31
1173,00:19:32
1174,00:19:33
1175,00:19:34
1176,00:19:35
1177,00:19:36
1178,00:19:37
1179,00:19:38
1180,00:19:39
1181,00:19:40
1182,00:19:41
1183,00:19:42
1184,00:19:43
1185,00:19:44
1186,00:19:45
1187,00:19:46
1188,00:19:47
1189,00:19:48
1190,00:19:49
1191,00:19:50
1192,00:19:51
1193,00:19:52
1194,00:19:53
1195,00:19:54
1196,00:19:55
1197,00:19:56
1198,00:19:57
1199,00:19:58
1200,00:19:59
1201,00:20:00
1202,00:20:01
1203,00:20:02
1204,00:20:03
1205,00:20:04
1206,00:20:05
1207,00:20:06
1208,00:20:07
1209,00:20:08
1210,00:20:09
1211,00:20:10
1212,00:20:11
1213,00:20:12
1214,00:20:13
1215,00:20:14
1216,00:20:15
1217,00:20:16
1218,00:20:17
1219,00:20:18
1220,00:20:19
1221,00:20:20
1222,00:20:21
1223,00:20:22
1224,00:20:23
1225,00:20:24
1226,00:20:25
1227,00:20:26
1228,00:20:27
1229,00:20:28
1230,00:20:29
1231,00:20:30
1232,00:20:31
1233,00:20:32
1234,00:20:33
1235,00:20:34
1236,00:20:35
1237,00:20:36
1238,00:20:37
1239,00:20:38
1240,00:20:39
1241,00:20:40
1242,00:20:41
1243,00:20:42
1244,00:20:43
1245,00:20:44
1246,00:20:45
1247,00:20:46
1248,00:20:47
1249,00:20:48
1250,00:20:49
1251,00:20:50
1252,00:20:51
1253,00:20:52
1254,00:20:53
1255,00:20:54
1256,00:20:55
1257,00:20:56
1258,00:20:57
1259,00:20:58
1260,00:20:59
1261,00:21:00
1262,00:21:01
1263,00:21:02
1264,00:21:03
1265,00:21:04
1266,00:21:05
1267,00:21:06
1268,00:21:07
1269,00:21:08
1270,00:21:09
1271,00:21:10
1272,00:21:11
1273,00:21:12
1274,00:21:13
1275,00:21:14
1276,00:21:15
1277,00:21:16
1278,00:21:17
1279,00:21:18
1280,00:21:19
1281,00:21:20
1282,00:21:21
1283,00:21:22
1284,00:21:23
1285,00:21:24
1286,00:21:25
1287,00:21:26
1288,00:21:27
1289,00:21:28
1290,00:21:29
1291,00:21:30
1292,00:21:31
1293,00:21:32
1294,00:21:33
1295,00:21:34
1296,00:21:35
1297,00:21:36
1298,00:21:37
1299,00:21:38
1300,00:21:39
1301,00:21:40
1302,00:21:41
1303,00:21:42
1304,00:21:43
1305,00:21:44
1306,00:21:45
1307,00:21:46
1308,00:21:47
1309,00:21:48
1310,00:21:49
1311,00:21:50
1312,00:21:51
1313,00:21:52
1314,00:21:53
1315,00:21:54
1316,00:21:55
1317,00:21:56
1318,00:21:57
1319,00:21:58
1320,00:21:59
1321,00:22:00
1322,00:22:01
1323,00:22:02
1324,00:22:03
1325,00:22:04
1326,00:22:05
1327,00:22:06
1328,00:22:07
1329,00:22:08
1330,00:22:09
1331,00:22:10
1332,00:22:11
1333,00:22:12
1334,00:22:13
1335,00:22:14
1336,00:22:15
1337,00:22:16
1338,00:22:17
1339,00:22:18
1340,00:22:19
1341,00:22:20
1342,00:22:21
1343,00:22:22
1344,00:22:23
1345,00:22:24
1346,00:22:25
1347,00:22:26
1348,00:22:27
1349,00:22:28
1350,00:22:29
1351,00:22:30
1352,00:22:31
1353,00:22:32
1354,00:22:33
1355,00:22:34
1356,00:22:35
1357,00:22:36
1358,00:22:37
1359,00:22:38
1360,00:22:39
1361,00:22:40
1362,00:22:41
1363,00:22:42
1364,00:22:43
1365,00:22:44
1366,00:22:45
1367,00:22:46
1368,00:22:47
1369,00:22:48
1370,00:22:49
1371,00:22:50
1372,00:22:51
1373,00:22:52
1374,00:22:53
1375,00:22:54
1376,00:22:55
1377,00:22:56
1378,00:22:57
1379,00:22:58
1380,00:22:59
1381,00:23:00
1382,00:23:01
1383,00:23:02
1384,00:23:03
1385,00:23:04
1386,00:23:05
1387,00:23:06
1388,00:23:07
1389,00:23:08
1390,00:23:09
1391,00:23:10
1392,00:23:11
1393,00:23:12
1394,00:23:13
1395,00:23:14
1396,00:23:15
1397,00:23:16
1398,00:23:17
1399,00:23:18
1400,00:23:19
1401,00:23:20
1402,00:23:21
1403,00:23:22
1404,00:23:23
1405,00:23:24
1406,00:23:25
1407,00:23:26
1408,00:23:27
1409,00:23:28
1410,00:23:29
1411,00:23:30
1412,00:23:31
1413,00:23:32
1414,00:23:33
1415,00:23:34
1416,00:23:35
1417,00:23:36
1418,00:23:37
1419,00:23:38
1420,00:23:39
1421,00:23:40
1422,00:23:41
1423,00:23:42
1424,00:23:43
1425,00:23:44
1426,00:23:45
1427,00:23:46
1428,00:23:47
1429,00:23:48
1430,00:23:49
1431,00:23:50
1432,00:23:51
1433,00:23:52
1434,00:23:53
1435,00:23:54
1436,00:23:55
1437,00:23:56
1438,00:23:57
1439,00:23:58
1440,00:23:59
1441,00:24:00
1442,00:24:01
1443,00:24:02
1444,00:24:03
1445,00:24:04
1446,00:24:05
1447,00:24:06
1448,00:24:07
1449,00:24:08
1450,00:24:09
1451,00:24:10
1452,00:24:11
1453,00:24:12
1454,00:24:13
1455,00:24:14
1456,00:24:15
1457,00:24:16
1458,00:24:17
1459,00:24:18
1460,00:24:19
1461,00:24:20
1462,00:24:21
1463,00:24:22
1464,00:24:23
1465,00:24:24
1466,00:24:25
1467,00:24:26
1468,00:24:27
1469,00:24:28
1470,00:24:29
1471,00:24:30
1472,00:24:31
1473,00:24:32
1474,00:24:33
1475,00:24:34
1476,00:24:35
1477,00:24:36
1478,00:24:37
1479,00:24:38
1480,00:24:39
1481,00:24:40
1482,00:24:41
1483,00:24:42
1484,00:24:43
1485,00:24:44
1486,00:24:45
1487,00:24:46
1488,00:24:47
1489,00:24:48
1490,00:24:49
1491,00:24:50
1492,00:24:51
1493,00:24:52
1494,00:24:53
1495,00:24:54
1496,00:24:55
1497,00:24:56
1498,00:24:57
1499,00:24:58
1500,00:24:59
1501,00:25:00
1502,00:25:01
1503,00:25:02
1504,00:25:03
1505,00:25:04
1506,00:25:05
1507,00:25:06
1508,00:25:07
1509,00:25:08
1510,00:25:09
1511,00:25:10
1512,00:25:11
1513,00:25:12
1514,00:25:13
1515,00:25:14
1516,00:25:15
1517,00:25:16
1518,00:25:17
1519,00:25:18
1520,00:25:19
1521,00:25:20
1522,00:25:21
1523,00:25:22
1524,00:25:23
1525,00:25:24
1526,00:25:25
1527,00:25:26
1528,00:25:27
1529,00:25:28
1530,00:25:29
1531,00:25:30
1532,00:25:31
1533,00:25:32
1534,00:25:33
1535,00:25:34
1536,00:25:35
1537,00:25:36
1538,00:25:37
1539,00:25:38
1540,00:25:39
1541,00:25:40
1542,00:25:41
1543,00:25:42
1544,00:25:43
1545,00:25:44
1546,00:25:45
1547,00:25:46
1548,00:25:47
1549,00:25:48
1550,00:25:49
1551,00:25:50
1552,00:25:51
1553,00:25:52
1554,00:25:53
1555,00:25:54
1556,00:25:55
1557,00:25:56
1558,00:25:57
1559,00:25:58
1560,00:25:59
1561,00:26:00
1562,00:26:01
1563,00:26:02
1564,00:26:03
1565,00:26:04
1566,00:26:05
1567,00:26:06
1568,00:26:07
1569,00:26:08
1570,00:26:09
1571,00:26:10
1572,00:26:11
1573,00:26:12
1574,00:26:13
1575,00:26:14
1576,00:26:15
1577,00:26:16
1578,00:26:17
1579,00:26:18
1580,00:26:19
1581,00:26:20
1582,00:26:21
1583,00:26:22
1584,00:26:23
1585,00:26:24
1586,00:26:25
1587,00:26:26
1588,00:26:27
1589,00:26:28
1590,00:26:29
1591,00:26:30
1592,00:26:31
1593,00:26:32
1594,00:26:33
1595,00:26:34
1596,00:26:35
1597,00:26:36
1598,00:26:37
1599,00:26:38
1600,00:26:39
1601,00:26:40
1602,00:26:41
1603,00:26:42
1604,00:26:43
1605,00:26:44
1606,00:26:45
1607,00:26:46
1608,00:26:47
1609,00:26:48
1610,00:26:49
1611,00:26:50
1612,00:26:51
1613,00:26:52
1614,00:26:53
1615,00:26:54
1616,00:26:55
1617,00:26:56
1618,00:26:57
1619,00:26:58
1620,00:26:59
1621,00:27:00
1622,00:27:01
1623,00:27:02
1624,00:27:03
1625,00:27:04
1626,00:27:05
1627,00:27:06
1628,00:27:07
1629,00:27:08
1630,00:27:09
1631,00:27:10
1632,00:27:11
1633,00:27:12
1634,00:27:13
1635,00:27:14
1636,00:27:15
1637,00:27:16
1638,00:27:17
1639,00:27:18
1640,00:27:19
1641,00:27:20
1642,00:27:21
1643,00:27:22
1644,00:27:23
1645,00:27:24
1646,00:27:25
1647,00:27:26
1648,00:27:27
1649,00:27:28
1650,00:27:29
1651,00:27:30
1652,00:27:31
1653,00:27:32
1654,00:27:33
1655,00:27:34
1656,00:27:35
1657,00:27:36
1658,00:27:37
1659,00:27:38
1660,00:27:39
1661,00:27:40
1662,00:27:41
1663,00:27:42
1664,00:27:43
